id,question,choices,answerKey,prompt
Mercury_SC_408628,"Marta and Roger are comparing how long it takes two different types of seeds to sprout. They plant both types of seeds in similar pots, place them in a sunny window, and water them daily. If they want to conduct their investigation correctly, which information is most important to record?","{'text': ['the depth of the soil', 'the temperature of the water', 'the number of days until the seeds sprout', 'the size of pot used for growing the seeds'], 'label': ['A', 'B', 'C', 'D']}",C,"
    Question:
    Marta and Roger are comparing how long it takes two different types of seeds to sprout. They plant both types of seeds in similar pots, place them in a sunny window, and water them daily. If they want to conduct their investigation correctly, which information is most important to record?
Options:
A. the depth of the soil
B. the temperature of the water
C. the number of days until the seeds sprout
D. the size of pot used for growing the seeds

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: C </s>"
Mercury_SC_401310,Deposition of sediment will most likely form a,"{'text': ['cave.', 'delta.', 'river.', 'mountain.'], 'label': ['A', 'B', 'C', 'D']}",B,"
    Question:
    Deposition of sediment will most likely form a
Options:
A. cave.
B. delta.
C. river.
D. mountain.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: B </s>"
Mercury_SC_409172,"During a space mission, scientists will send experiments for the astronauts to conduct in space. In many cases, scientists have made predictions about the outcome of the experiment. Why do astronauts perform the experiment if the results have already been predicted?","{'text': ['to obtain data to test a hypothesis', 'to make a complete observation', 'to make a report of the procedures', 'to make a hypothesis understandable'], 'label': ['A', 'B', 'C', 'D']}",A,"
    Question:
    During a space mission, scientists will send experiments for the astronauts to conduct in space. In many cases, scientists have made predictions about the outcome of the experiment. Why do astronauts perform the experiment if the results have already been predicted?
Options:
A. to obtain data to test a hypothesis
B. to make a complete observation
C. to make a report of the procedures
D. to make a hypothesis understandable

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: A </s>"
Mercury_7211628,"Approximately 14,000 years ago, the climate in North America began to warm rapidly. At the same time, human hunters migrated to the continent. Which of these most likely resulted from a combination of these two factors?","{'text': ['a reduction in the rate of species change', 'an increase in the rate of large mammal extinctions', 'an increase in the amount of interspecies cooperation', 'a reduction in the total number of small parasitic insects'], 'label': ['A', 'B', 'C', 'D']}",B,"
    Question:
    Approximately 14,000 years ago, the climate in North America began to warm rapidly. At the same time, human hunters migrated to the continent. Which of these most likely resulted from a combination of these two factors?
Options:
A. a reduction in the rate of species change
B. an increase in the rate of large mammal extinctions
C. an increase in the amount of interspecies cooperation
D. a reduction in the total number of small parasitic insects

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: B </s>"
Mercury_412777,Which is an SI unit for density?,"{'text': ['lb', 'kg', 'lb/ft^3', 'kg/m^3'], 'label': ['A', 'B', 'C', 'D']}",D,"
    Question:
    Which is an SI unit for density?
Options:
A. lb
B. kg
C. lb/ft^3
D. kg/m^3

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
MCAS_2000_4_35,"In the United States, each day the Sun appears to","{'text': ['rise in the west and set in the east.', 'rise in the east and set in the west.', 'rise in the north and set in the south.', 'rise in the south and set in the north.'], 'label': ['A', 'B', 'C', 'D']}",B,"
    Question:
    In the United States, each day the Sun appears to
Options:
A. rise in the west and set in the east.
B. rise in the east and set in the west.
C. rise in the north and set in the south.
D. rise in the south and set in the north.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: B </s>"
Mercury_SC_401358,Which substance is magnetic and conducts heat?,"{'text': ['wood', 'plastic', 'iron', 'paper'], 'label': ['A', 'B', 'C', 'D']}",C,"
    Question:
    Which substance is magnetic and conducts heat?
Options:
A. wood
B. plastic
C. iron
D. paper

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: C </s>"
Mercury_7181633,"During a biochemical reaction, pyruvate (C3H4O3) is converted into carbon dioxide (CO2) and water (H2O). In what cellular organelle does this biochemical reaction occur?","{'text': ['nucleus', 'cytoplasm', 'mitochondria', 'endoplasmic reticulum'], 'label': ['A', 'B', 'C', 'D']}",C,"
    Question:
    During a biochemical reaction, pyruvate (C3H4O3) is converted into carbon dioxide (CO2) and water (H2O). In what cellular organelle does this biochemical reaction occur?
Options:
A. nucleus
B. cytoplasm
C. mitochondria
D. endoplasmic reticulum

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: C </s>"
NYSEDREGENTS_2010_8_6,A student fails to eat a balanced diet over a period of time. This lack of a balanced diet can lead to,"{'text': ['selective breeding', 'dynamic equilibrium', 'extinction', 'disease'], 'label': ['1', '2', '3', '4']}",4,"
    Question:
    A student fails to eat a balanced diet over a period of time. This lack of a balanced diet can lead to
Options:
A. selective breeding
B. dynamic equilibrium
C. extinction
D. disease

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: D </s>"
Mercury_411027,"In 1989, an oil spill off the coast of Alaska led to a decline in the population of many organisms. Which other population was most likely affected by the drop in population of the fish, otters, and seals?","{'text': ['deer', 'eagles', 'frogs', 'snakes'], 'label': ['A', 'B', 'C', 'D']}",B,"
    Question:
    In 1989, an oil spill off the coast of Alaska led to a decline in the population of many organisms. Which other population was most likely affected by the drop in population of the fish, otters, and seals?
Options:
A. deer
B. eagles
C. frogs
D. snakes

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: B </s>"
Mercury_7267943,Which of these is the best reason for exercising on space flights?,"{'text': ['to increase strength for moving around in the cabin', 'to keep from becoming overweight on a space mission', 'to minimize the loss of muscle mass due to microgravity', 'to ensure that bodily fluids do not tend to collect in the feet'], 'label': ['A', 'B', 'C', 'D']}",C,"
    Question:
    Which of these is the best reason for exercising on space flights?
Options:
A. to increase strength for moving around in the cabin
B. to keep from becoming overweight on a space mission
C. to minimize the loss of muscle mass due to microgravity
D. to ensure that bodily fluids do not tend to collect in the feet

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: C </s>"
Mercury_SC_406467,"With the development of the microscope, scientists were able to see cells for the first time. Why was it difficult to view cells without a microscope?","{'text': ['Cells are small.', 'Cells are alive.', 'Cells move quickly.', 'Cells have an electrical charge.'], 'label': ['A', 'B', 'C', 'D']}",A,"
    Question:
    With the development of the microscope, scientists were able to see cells for the first time. Why was it difficult to view cells without a microscope?
Options:
A. Cells are small.
B. Cells are alive.
C. Cells move quickly.
D. Cells have an electrical charge.

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: A </s>"
MCAS_2006_9_29,"Fertilizers can enable farmers to grow the same crop in a field for several years in a row. Farmers who use less fertilizer often rotate their crops by planting the crop one year and legumes, such as beans and clover, the following year. Fertilizer use and crop rotation with legumes both increase the availability of which of the following nutrients in soil?","{'text': ['calcium', 'nitrogen', 'oxygen', 'protein'], 'label': ['A', 'B', 'C', 'D']}",B,"
    Question:
    Fertilizers can enable farmers to grow the same crop in a field for several years in a row. Farmers who use less fertilizer often rotate their crops by planting the crop one year and legumes, such as beans and clover, the following year. Fertilizer use and crop rotation with legumes both increase the availability of which of the following nutrients in soil?
Options:
A. calcium
B. nitrogen
C. oxygen
D. protein

    [INST] Solve this Multiple Choice Question and provide the correct option out of four options(A,B,C,D) as the answer. [/INST]
    Answer: B </s>"
